,Códigos dos Municípios,Nome dos Municípios,Anos,Porcentagem de Docentes com Formação Adequada no Fundamental,Porcentagem de Alunos do Ensino Fundamental em Escolas com Laboratório de Informática,Porcentagem de Alunos do Ensino Fundamental em Escolas com Acesso à Internet
1407,2611408,Primavera (PE),2017,40.7,8.61,91.8
1408,2611408,Primavera (PE),2018,NA,NA,NA
1409,2611507,Quipapá (PE),2008,NA,NA,NA
1410,2611507,Quipapá (PE),2009,NA,NA,NA
1411,2611507,Quipapá (PE),2010,NA,NA,NA
1412,2611507,Quipapá (PE),2011,NA,NA,NA
1413,2611507,Quipapá (PE),2012,NA,NA,NA
1414,2611507,Quipapá (PE),2013,35.2,60.56,55.65
1415,2611507,Quipapá (PE),2014,29.1,59.5,55.51
1416,2611507,Quipapá (PE),2015,24.9,55.57,76.33
1417,2611507,Quipapá (PE),2016,27.2,58.2,75.48
1418,2611507,Quipapá (PE),2017,52.9,8.18,41.88
1419,2611507,Quipapá (PE),2018,NA,NA,NA
1420,2611533,Quixaba (PE),2008,NA,NA,NA
1421,2611533,Quixaba (PE),2009,NA,NA,NA
1422,2611533,Quixaba (PE),2010,NA,NA,NA
1423,2611533,Quixaba (PE),2011,NA,NA,NA
1424,2611533,Quixaba (PE),2012,NA,NA,NA
1425,2611533,Quixaba (PE),2013,32.5,93.14,88.35
1426,2611533,Quixaba (PE),2014,27.6,98.77,77.67
1427,2611533,Quixaba (PE),2015,33.9,79.36,90.54
1428,2611533,Quixaba (PE),2016,37.9,75.44,94.93
1429,2611533,Quixaba (PE),2017,37.8,71.11,95.57
1430,2611533,Quixaba (PE),2018,NA,NA,NA
1431,2611606,Recife (PE),2008,NA,NA,NA
1432,2611606,Recife (PE),2009,NA,NA,NA
1433,2611606,Recife (PE),2010,NA,NA,NA
1434,2611606,Recife (PE),2011,NA,NA,NA
1435,2611606,Recife (PE),2012,NA,NA,NA
1436,2611606,Recife (PE),2013,66.4,85.47,97.04
1437,2611606,Recife (PE),2014,68.1,82.75,97.45
1438,2611606,Recife (PE),2015,66,76.8,98.49
1439,2611606,Recife (PE),2016,67.5,67,98.19
1440,2611606,Recife (PE),2017,66.4,62.25,96.64
1441,2611606,Recife (PE),2018,NA,NA,NA
1442,2611705,Riacho das Almas (PE),2008,NA,NA,NA
1443,2611705,Riacho das Almas (PE),2009,NA,NA,NA
1444,2611705,Riacho das Almas (PE),2010,NA,NA,NA
1445,2611705,Riacho das Almas (PE),2011,NA,NA,NA
1446,2611705,Riacho das Almas (PE),2012,NA,NA,NA
1447,2611705,Riacho das Almas (PE),2013,32.1,61.05,63.54
1448,2611705,Riacho das Almas (PE),2014,32.4,64.91,86.99
1449,2611705,Riacho das Almas (PE),2015,30.8,63.69,86.13
1450,2611705,Riacho das Almas (PE),2016,30.4,62.02,87.23
1451,2611705,Riacho das Almas (PE),2017,50.8,62.06,87.83
1452,2611705,Riacho das Almas (PE),2018,NA,NA,NA
1453,2611804,Ribeirão (PE),2008,NA,NA,NA
1454,2611804,Ribeirão (PE),2009,NA,NA,NA
1455,2611804,Ribeirão (PE),2010,NA,NA,NA
1456,2611804,Ribeirão (PE),2011,NA,NA,NA
1457,2611804,Ribeirão (PE),2012,NA,NA,NA
1458,2611804,Ribeirão (PE),2013,17.4,39.28,76.88
1459,2611804,Ribeirão (PE),2014,17.5,36.07,76.28
1460,2611804,Ribeirão (PE),2015,16.8,28.19,84.37
1461,2611804,Ribeirão (PE),2016,17,30.13,85.21
1462,2611804,Ribeirão (PE),2017,19.9,23.45,89.06
1463,2611804,Ribeirão (PE),2018,NA,NA,NA
1464,2611903,Rio Formoso (PE),2008,NA,NA,NA
1465,2611903,Rio Formoso (PE),2009,NA,NA,NA
1466,2611903,Rio Formoso (PE),2010,NA,NA,NA
1467,2611903,Rio Formoso (PE),2011,NA,NA,NA
1468,2611903,Rio Formoso (PE),2012,NA,NA,NA
1469,2611903,Rio Formoso (PE),2013,37.4,88.54,85.59
1470,2611903,Rio Formoso (PE),2014,35.5,87.41,86.49
1471,2611903,Rio Formoso (PE),2015,37.8,86.58,97.03
1472,2611903,Rio Formoso (PE),2016,43.2,87.56,97.05
1473,2611903,Rio Formoso (PE),2017,44.1,87.45,74.07
1474,2611903,Rio Formoso (PE),2018,NA,NA,NA
1475,2612000,Sairé (PE),2008,NA,NA,NA
1476,2612000,Sairé (PE),2009,NA,NA,NA
1477,2612000,Sairé (PE),2010,NA,NA,NA
1478,2612000,Sairé (PE),2011,NA,NA,NA
1479,2612000,Sairé (PE),2012,NA,NA,NA
1480,2612000,Sairé (PE),2013,20.8,57.69,83.99
1481,2612000,Sairé (PE),2014,25.3,24.59,84.78
1482,2612000,Sairé (PE),2015,26.1,26.1,92.57
1483,2612000,Sairé (PE),2016,21.1,62.97,91.82
1484,2612000,Sairé (PE),2017,21.2,61.1,89.94
1485,2612000,Sairé (PE),2018,NA,NA,NA
1486,2612109,Salgadinho (PE),2008,NA,NA,NA
1487,2612109,Salgadinho (PE),2009,NA,NA,NA
1488,2612109,Salgadinho (PE),2010,NA,NA,NA
1489,2612109,Salgadinho (PE),2011,NA,NA,NA
1490,2612109,Salgadinho (PE),2012,NA,NA,NA
1491,2612109,Salgadinho (PE),2013,25.6,81.15,72.48
1492,2612109,Salgadinho (PE),2014,29.2,82.21,73.67
1493,2612109,Salgadinho (PE),2015,33.4,81.88,81.13
1494,2612109,Salgadinho (PE),2016,28.6,81.94,81.52
1495,2612109,Salgadinho (PE),2017,30.1,81.02,80.71
1496,2612109,Salgadinho (PE),2018,NA,NA,NA
1497,2612208,Salgueiro (PE),2008,NA,NA,NA
1498,2612208,Salgueiro (PE),2009,NA,NA,NA
1499,2612208,Salgueiro (PE),2010,NA,NA,NA
1500,2612208,Salgueiro (PE),2011,NA,NA,NA
1501,2612208,Salgueiro (PE),2012,NA,NA,NA
1502,2612208,Salgueiro (PE),2013,38.9,82.77,85.92
1503,2612208,Salgueiro (PE),2014,41.6,82.92,85.86
1504,2612208,Salgueiro (PE),2015,48.7,82.5,85.79
1505,2612208,Salgueiro (PE),2016,49.7,83.36,88.02
1506,2612208,Salgueiro (PE),2017,48,69.94,94.91
1507,2612208,Salgueiro (PE),2018,NA,NA,NA
1508,2612307,Saloá (PE),2008,NA,NA,NA
1509,2612307,Saloá (PE),2009,NA,NA,NA
1510,2612307,Saloá (PE),2010,NA,NA,NA
1511,2612307,Saloá (PE),2011,NA,NA,NA
1512,2612307,Saloá (PE),2012,NA,NA,NA
1513,2612307,Saloá (PE),2013,16.1,73.99,75.65
1514,2612307,Saloá (PE),2014,17.3,74.68,76.3
1515,2612307,Saloá (PE),2015,23,78.51,79.89
1516,2612307,Saloá (PE),2016,23.5,77.2,79.04
1517,2612307,Saloá (PE),2017,26.7,79.8,80.64
1518,2612307,Saloá (PE),2018,NA,NA,NA
1519,2612406,Sanharó (PE),2008,NA,NA,NA
1520,2612406,Sanharó (PE),2009,NA,NA,NA
1521,2612406,Sanharó (PE),2010,NA,NA,NA
1522,2612406,Sanharó (PE),2011,NA,NA,NA
1523,2612406,Sanharó (PE),2012,NA,NA,NA
1524,2612406,Sanharó (PE),2013,22.7,72.75,81.67
1525,2612406,Sanharó (PE),2014,24.5,71.78,85.89
1526,2612406,Sanharó (PE),2015,22.1,70.88,77.82
1527,2612406,Sanharó (PE),2016,22.7,33.33,79.85
1528,2612406,Sanharó (PE),2017,22.8,31.6,83.18
1529,2612406,Sanharó (PE),2018,NA,NA,NA
1530,2612455,Santa Cruz (PE),2008,NA,NA,NA
1531,2612455,Santa Cruz (PE),2009,NA,NA,NA
1532,2612455,Santa Cruz (PE),2010,NA,NA,NA
1533,2612455,Santa Cruz (PE),2011,NA,NA,NA
1534,2612455,Santa Cruz (PE),2012,NA,NA,NA
1535,2612455,Santa Cruz (PE),2013,35.5,95.31,65.45
1536,2612455,Santa Cruz (PE),2014,45.1,95.54,72.5
1537,2612455,Santa Cruz (PE),2015,45.2,84.03,69.29
1538,2612455,Santa Cruz (PE),2016,48.9,85.3,77.37
1539,2612455,Santa Cruz (PE),2017,46.7,88.86,84.56
1540,2612455,Santa Cruz (PE),2018,NA,NA,NA
1541,2612505,Santa Cruz do Capibaribe (PE),2008,NA,NA,NA
1542,2612505,Santa Cruz do Capibaribe (PE),2009,NA,NA,NA
1543,2612505,Santa Cruz do Capibaribe (PE),2010,NA,NA,NA
1544,2612505,Santa Cruz do Capibaribe (PE),2011,NA,NA,NA
1545,2612505,Santa Cruz do Capibaribe (PE),2012,NA,NA,NA
1546,2612505,Santa Cruz do Capibaribe (PE),2013,46.7,79.63,70.66
1547,2612505,Santa Cruz do Capibaribe (PE),2014,44.7,73.71,87.16
1548,2612505,Santa Cruz do Capibaribe (PE),2015,45.4,70.93,100
1549,2612505,Santa Cruz do Capibaribe (PE),2016,46,72.11,100
1550,2612505,Santa Cruz do Capibaribe (PE),2017,46.5,64.58,100
1551,2612505,Santa Cruz do Capibaribe (PE),2018,NA,NA,NA
1552,2612554,Santa Filomena (PE),2008,NA,NA,NA
1553,2612554,Santa Filomena (PE),2009,NA,NA,NA
1554,2612554,Santa Filomena (PE),2010,NA,NA,NA
1555,2612554,Santa Filomena (PE),2011,NA,NA,NA
1556,2612554,Santa Filomena (PE),2012,NA,NA,NA
1557,2612554,Santa Filomena (PE),2013,38.2,25.21,49.82
1558,2612554,Santa Filomena (PE),2014,32,23.83,23.83
1559,2612554,Santa Filomena (PE),2015,32.7,27.84,41.37
1560,2612554,Santa Filomena (PE),2016,33,12.61,57.67
1561,2612554,Santa Filomena (PE),2017,35.5,15.28,76.67
1562,2612554,Santa Filomena (PE),2018,NA,NA,NA
1563,2612604,Santa Maria da Boa Vista (PE),2008,NA,NA,NA
1564,2612604,Santa Maria da Boa Vista (PE),2009,NA,NA,NA
1565,2612604,Santa Maria da Boa Vista (PE),2010,NA,NA,NA
1566,2612604,Santa Maria da Boa Vista (PE),2011,NA,NA,NA
1567,2612604,Santa Maria da Boa Vista (PE),2012,NA,NA,NA
1568,2612604,Santa Maria da Boa Vista (PE),2013,32.5,59.48,52.95
1569,2612604,Santa Maria da Boa Vista (PE),2014,38.7,68.55,45.38
1570,2612604,Santa Maria da Boa Vista (PE),2015,40.4,57.18,47.75
1571,2612604,Santa Maria da Boa Vista (PE),2016,45.2,45.61,60.5
1572,2612604,Santa Maria da Boa Vista (PE),2017,42.8,28.51,56.55
1573,2612604,Santa Maria da Boa Vista (PE),2018,NA,NA,NA
1574,2612703,Santa Maria do Cambucá (PE),2008,NA,NA,NA
1575,2612703,Santa Maria do Cambucá (PE),2009,NA,NA,NA
1576,2612703,Santa Maria do Cambucá (PE),2010,NA,NA,NA
1577,2612703,Santa Maria do Cambucá (PE),2011,NA,NA,NA
1578,2612703,Santa Maria do Cambucá (PE),2012,NA,NA,NA
1579,2612703,Santa Maria do Cambucá (PE),2013,30.5,63.27,67.56
1580,2612703,Santa Maria do Cambucá (PE),2014,34.9,63.44,65.51
1581,2612703,Santa Maria do Cambucá (PE),2015,32.4,62.42,64.34
1582,2612703,Santa Maria do Cambucá (PE),2016,46.1,59.37,61.24
1583,2612703,Santa Maria do Cambucá (PE),2017,46.5,0,61.06
1584,2612703,Santa Maria do Cambucá (PE),2018,NA,NA,NA
1585,2612802,Santa Terezinha (PE),2008,NA,NA,NA
1586,2612802,Santa Terezinha (PE),2009,NA,NA,NA
1587,2612802,Santa Terezinha (PE),2010,NA,NA,NA
1588,2612802,Santa Terezinha (PE),2011,NA,NA,NA
1589,2612802,Santa Terezinha (PE),2012,NA,NA,NA
1590,2612802,Santa Terezinha (PE),2013,26.8,83.68,77.35
1591,2612802,Santa Terezinha (PE),2014,28.3,83.88,85.19
1592,2612802,Santa Terezinha (PE),2015,32.8,82.1,86.12
1593,2612802,Santa Terezinha (PE),2016,29.9,71.87,89.06
1594,2612802,Santa Terezinha (PE),2017,40.9,74.71,93.88
1595,2612802,Santa Terezinha (PE),2018,NA,NA,NA
1596,2612901,São Benedito do Sul (PE),2008,NA,NA,NA
1597,2612901,São Benedito do Sul (PE),2009,NA,NA,NA
1598,2612901,São Benedito do Sul (PE),2010,NA,NA,NA
1599,2612901,São Benedito do Sul (PE),2011,NA,NA,NA
1600,2612901,São Benedito do Sul (PE),2012,NA,NA,NA
1601,2612901,São Benedito do Sul (PE),2013,10.4,59.31,56.77
1602,2612901,São Benedito do Sul (PE),2014,23.9,57.24,62.25
1603,2612901,São Benedito do Sul (PE),2015,16.8,47.1,70.39
1604,2612901,São Benedito do Sul (PE),2016,16.6,44.05,68.36
1605,2612901,São Benedito do Sul (PE),2017,21.5,45.15,51.3
1606,2612901,São Benedito do Sul (PE),2018,NA,NA,NA
1607,2613008,São Bento do Una (PE),2008,NA,NA,NA
1608,2613008,São Bento do Una (PE),2009,NA,NA,NA
1609,2613008,São Bento do Una (PE),2010,NA,NA,NA
1610,2613008,São Bento do Una (PE),2011,NA,NA,NA
1611,2613008,São Bento do Una (PE),2012,NA,NA,NA
1612,2613008,São Bento do Una (PE),2013,35.7,76.56,60.22
1613,2613008,São Bento do Una (PE),2014,33.5,76.77,54.66
1614,2613008,São Bento do Una (PE),2015,31,50.38,60.4
1615,2613008,São Bento do Una (PE),2016,32.9,52.61,61.37
1616,2613008,São Bento do Una (PE),2017,34.6,53.26,59.93
1617,2613008,São Bento do Una (PE),2018,NA,NA,NA
1618,2613107,São Caitano (PE),2008,NA,NA,NA
1619,2613107,São Caitano (PE),2009,NA,NA,NA
1620,2613107,São Caitano (PE),2010,NA,NA,NA
1621,2613107,São Caitano (PE),2011,NA,NA,NA
1622,2613107,São Caitano (PE),2012,NA,NA,NA
1623,2613107,São Caitano (PE),2013,49.5,42.92,64.08
1624,2613107,São Caitano (PE),2014,35.8,37.89,68.26
1625,2613107,São Caitano (PE),2015,32.2,30.95,88.06
1626,2613107,São Caitano (PE),2016,46.1,25.07,93.44
1627,2613107,São Caitano (PE),2017,33.7,6.1,92.32
1628,2613107,São Caitano (PE),2018,NA,NA,NA
1629,2613206,São João (PE),2008,NA,NA,NA
1630,2613206,São João (PE),2009,NA,NA,NA
1631,2613206,São João (PE),2010,NA,NA,NA
1632,2613206,São João (PE),2011,NA,NA,NA
1633,2613206,São João (PE),2012,NA,NA,NA
1634,2613206,São João (PE),2013,43.8,69.87,57.33
1635,2613206,São João (PE),2014,38,68.03,47.37
1636,2613206,São João (PE),2015,39.1,66.05,63.13
1637,2613206,São João (PE),2016,34.5,41.66,68.83
1638,2613206,São João (PE),2017,45.7,9.19,78.2
1639,2613206,São João (PE),2018,NA,NA,NA
1640,2613305,São Joaquim do Monte (PE),2008,NA,NA,NA
1641,2613305,São Joaquim do Monte (PE),2009,NA,NA,NA
1642,2613305,São Joaquim do Monte (PE),2010,NA,NA,NA
1643,2613305,São Joaquim do Monte (PE),2011,NA,NA,NA
1644,2613305,São Joaquim do Monte (PE),2012,NA,NA,NA
1645,2613305,São Joaquim do Monte (PE),2013,27.3,77.57,85.1
1646,2613305,São Joaquim do Monte (PE),2014,31.8,77.12,84.56
1647,2613305,São Joaquim do Monte (PE),2015,34.4,65.16,86.45
1648,2613305,São Joaquim do Monte (PE),2016,34.6,69.9,88
1649,2613305,São Joaquim do Monte (PE),2017,33.1,70.17,90.69
1650,2613305,São Joaquim do Monte (PE),2018,NA,NA,NA
1651,2613404,São José da Coroa Grande (PE),2008,NA,NA,NA
1652,2613404,São José da Coroa Grande (PE),2009,NA,NA,NA
1653,2613404,São José da Coroa Grande (PE),2010,NA,NA,NA
1654,2613404,São José da Coroa Grande (PE),2011,NA,NA,NA
1655,2613404,São José da Coroa Grande (PE),2012,NA,NA,NA
1656,2613404,São José da Coroa Grande (PE),2013,31.9,65.77,68.01
1657,2613404,São José da Coroa Grande (PE),2014,36.1,70.27,77.25
1658,2613404,São José da Coroa Grande (PE),2015,32.5,64.83,78.46
1659,2613404,São José da Coroa Grande (PE),2016,37.3,62.28,71.97
1660,2613404,São José da Coroa Grande (PE),2017,40.1,62.22,68.26
1661,2613404,São José da Coroa Grande (PE),2018,NA,NA,NA
1662,2613503,São José do Belmonte (PE),2008,NA,NA,NA
1663,2613503,São José do Belmonte (PE),2009,NA,NA,NA
1664,2613503,São José do Belmonte (PE),2010,NA,NA,NA
1665,2613503,São José do Belmonte (PE),2011,NA,NA,NA
1666,2613503,São José do Belmonte (PE),2012,NA,NA,NA
1667,2613503,São José do Belmonte (PE),2013,33.7,63.12,67.78
1668,2613503,São José do Belmonte (PE),2014,35,61.72,62.83
1669,2613503,São José do Belmonte (PE),2015,34.7,63.19,68.75
1670,2613503,São José do Belmonte (PE),2016,31.8,66.31,73.82
1671,2613503,São José do Belmonte (PE),2017,33.4,52.06,59.56
1672,2613503,São José do Belmonte (PE),2018,NA,NA,NA
1673,2613602,São José do Egito (PE),2008,NA,NA,NA
1674,2613602,São José do Egito (PE),2009,NA,NA,NA
1675,2613602,São José do Egito (PE),2010,NA,NA,NA
1676,2613602,São José do Egito (PE),2011,NA,NA,NA
1677,2613602,São José do Egito (PE),2012,NA,NA,NA
1678,2613602,São José do Egito (PE),2013,38.8,78.67,72.15
1679,2613602,São José do Egito (PE),2014,43.1,74.2,90.2
1680,2613602,São José do Egito (PE),2015,47,53.61,86.3
1681,2613602,São José do Egito (PE),2016,52.6,33.81,95.2
1682,2613602,São José do Egito (PE),2017,50.6,33.1,96.59
1683,2613602,São José do Egito (PE),2018,NA,NA,NA
1684,2613701,São Lourenço da Mata (PE),2008,NA,NA,NA
1685,2613701,São Lourenço da Mata (PE),2009,NA,NA,NA
1686,2613701,São Lourenço da Mata (PE),2010,NA,NA,NA
1687,2613701,São Lourenço da Mata (PE),2011,NA,NA,NA
1688,2613701,São Lourenço da Mata (PE),2012,NA,NA,NA
1689,2613701,São Lourenço da Mata (PE),2013,44.7,50.65,68.88
1690,2613701,São Lourenço da Mata (PE),2014,40.8,52.62,64.21
1691,2613701,São Lourenço da Mata (PE),2015,31.4,40.15,60.79
1692,2613701,São Lourenço da Mata (PE),2016,32.7,28.97,66.34
1693,2613701,São Lourenço da Mata (PE),2017,37.4,18.74,64.49
1694,2613701,São Lourenço da Mata (PE),2018,NA,NA,NA
1695,2613800,São Vicente Ferrer (PE),2008,NA,NA,NA
1696,2613800,São Vicente Ferrer (PE),2009,NA,NA,NA
1697,2613800,São Vicente Ferrer (PE),2010,NA,NA,NA
1698,2613800,São Vicente Ferrer (PE),2011,NA,NA,NA
1699,2613800,São Vicente Ferrer (PE),2012,NA,NA,NA
1700,2613800,São Vicente Ferrer (PE),2013,50,37.65,86.44
1701,2613800,São Vicente Ferrer (PE),2014,44,20.38,94.53
1702,2613800,São Vicente Ferrer (PE),2015,40.8,19.22,95.19
1703,2613800,São Vicente Ferrer (PE),2016,44.5,16.82,95.85
1704,2613800,São Vicente Ferrer (PE),2017,44,56.42,95.75
1705,2613800,São Vicente Ferrer (PE),2018,NA,NA,NA
1706,2613909,Serra Talhada (PE),2008,NA,NA,NA
1707,2613909,Serra Talhada (PE),2009,NA,NA,NA
1708,2613909,Serra Talhada (PE),2010,NA,NA,NA
1709,2613909,Serra Talhada (PE),2011,NA,NA,NA
1710,2613909,Serra Talhada (PE),2012,NA,NA,NA
1711,2613909,Serra Talhada (PE),2013,32.5,70.47,53.61
1712,2613909,Serra Talhada (PE),2014,37.2,70.93,48.33
1713,2613909,Serra Talhada (PE),2015,39.2,66.09,47.07
1714,2613909,Serra Talhada (PE),2016,34.7,60.23,55.09
1715,2613909,Serra Talhada (PE),2017,34.9,55.01,41.61
1716,2613909,Serra Talhada (PE),2018,NA,NA,NA
1717,2614006,Serrita (PE),2008,NA,NA,NA
1718,2614006,Serrita (PE),2009,NA,NA,NA
1719,2614006,Serrita (PE),2010,NA,NA,NA
1720,2614006,Serrita (PE),2011,NA,NA,NA
1721,2614006,Serrita (PE),2012,NA,NA,NA
1722,2614006,Serrita (PE),2013,18.1,42.75,72.5
1723,2614006,Serrita (PE),2014,15.8,51.26,83.85
1724,2614006,Serrita (PE),2015,18.8,51.36,72.86
1725,2614006,Serrita (PE),2016,20.6,51.08,89.01
1726,2614006,Serrita (PE),2017,36.4,15.8,84.99
1727,2614006,Serrita (PE),2018,NA,NA,NA
1728,2614105,Sertânia (PE),2008,NA,NA,NA
1729,2614105,Sertânia (PE),2009,NA,NA,NA
1730,2614105,Sertânia (PE),2010,NA,NA,NA
1731,2614105,Sertânia (PE),2011,NA,NA,NA
1732,2614105,Sertânia (PE),2012,NA,NA,NA
1733,2614105,Sertânia (PE),2013,27.9,67.05,68.27
1734,2614105,Sertânia (PE),2014,31.2,69.85,69.15
1735,2614105,Sertânia (PE),2015,31.1,69.43,72.55
1736,2614105,Sertânia (PE),2016,29,67.33,68.53
1737,2614105,Sertânia (PE),2017,30.7,68.39,72.93
1738,2614105,Sertânia (PE),2018,NA,NA,NA
1739,2614204,Sirinhaém (PE),2008,NA,NA,NA
1740,2614204,Sirinhaém (PE),2009,NA,NA,NA
1741,2614204,Sirinhaém (PE),2010,NA,NA,NA
1742,2614204,Sirinhaém (PE),2011,NA,NA,NA
1743,2614204,Sirinhaém (PE),2012,NA,NA,NA
1744,2614204,Sirinhaém (PE),2013,32.3,70.09,21.06
1745,2614204,Sirinhaém (PE),2014,29.3,54.58,20.64
1746,2614204,Sirinhaém (PE),2015,29.6,55.4,39.08
1747,2614204,Sirinhaém (PE),2016,30.9,55.67,45.29
1748,2614204,Sirinhaém (PE),2017,30.1,56.95,44.7
1749,2614204,Sirinhaém (PE),2018,NA,NA,NA
1750,2614303,Moreilândia (PE),2008,NA,NA,NA
1751,2614303,Moreilândia (PE),2009,NA,NA,NA
1752,2614303,Moreilândia (PE),2010,NA,NA,NA
1753,2614303,Moreilândia (PE),2011,NA,NA,NA
1754,2614303,Moreilândia (PE),2012,NA,NA,NA
1755,2614303,Moreilândia (PE),2013,38.2,71.55,71.55
1756,2614303,Moreilândia (PE),2014,42.3,79.03,71.25
1757,2614303,Moreilândia (PE),2015,39.4,40.33,83.16
1758,2614303,Moreilândia (PE),2016,43.9,39.87,87.52
1759,2614303,Moreilândia (PE),2017,37.9,38.96,87.89
1760,2614303,Moreilândia (PE),2018,NA,NA,NA
1761,2614402,Solidão (PE),2008,NA,NA,NA
1762,2614402,Solidão (PE),2009,NA,NA,NA
1763,2614402,Solidão (PE),2010,NA,NA,NA
1764,2614402,Solidão (PE),2011,NA,NA,NA
1765,2614402,Solidão (PE),2012,NA,NA,NA
1766,2614402,Solidão (PE),2013,25,81.43,81.43
1767,2614402,Solidão (PE),2014,24.4,82.09,82.09
1768,2614402,Solidão (PE),2015,45.8,68.17,68.17
1769,2614402,Solidão (PE),2016,43.3,66.99,85.41
1770,2614402,Solidão (PE),2017,36.8,67.46,84.97
1771,2614402,Solidão (PE),2018,NA,NA,NA
1772,2614501,Surubim (PE),2008,NA,NA,NA
1773,2614501,Surubim (PE),2009,NA,NA,NA
1774,2614501,Surubim (PE),2010,NA,NA,NA
1775,2614501,Surubim (PE),2011,NA,NA,NA
1776,2614501,Surubim (PE),2012,NA,NA,NA
1777,2614501,Surubim (PE),2013,47.9,60.8,75.06
1778,2614501,Surubim (PE),2014,49.1,55.95,78.17
1779,2614501,Surubim (PE),2015,47.5,54.66,68.16
1780,2614501,Surubim (PE),2016,52.9,40.75,87.38
1781,2614501,Surubim (PE),2017,49.3,43.11,86.15
1782,2614501,Surubim (PE),2018,NA,NA,NA
1783,2614600,Tabira (PE),2008,NA,NA,NA
1784,2614600,Tabira (PE),2009,NA,NA,NA
1785,2614600,Tabira (PE),2010,NA,NA,NA
1786,2614600,Tabira (PE),2011,NA,NA,NA
1787,2614600,Tabira (PE),2012,NA,NA,NA
1788,2614600,Tabira (PE),2013,36.1,80.6,95.3
1789,2614600,Tabira (PE),2014,36.4,80.22,95.49
1790,2614600,Tabira (PE),2015,35.2,75.01,96.04
1791,2614600,Tabira (PE),2016,39.9,72.64,96.57
1792,2614600,Tabira (PE),2017,43.5,70.32,96.32
1793,2614600,Tabira (PE),2018,NA,NA,NA
1794,2614709,Tacaimbó (PE),2008,NA,NA,NA
1795,2614709,Tacaimbó (PE),2009,NA,NA,NA
1796,2614709,Tacaimbó (PE),2010,NA,NA,NA
1797,2614709,Tacaimbó (PE),2011,NA,NA,NA
1798,2614709,Tacaimbó (PE),2012,NA,NA,NA
1799,2614709,Tacaimbó (PE),2013,25.8,51.82,60.09
1800,2614709,Tacaimbó (PE),2014,32.8,46.21,22.68
1801,2614709,Tacaimbó (PE),2015,32.6,32.25,43.7
1802,2614709,Tacaimbó (PE),2016,35.2,33.44,44.81
1803,2614709,Tacaimbó (PE),2017,29,33.49,74.41
1804,2614709,Tacaimbó (PE),2018,NA,NA,NA
1805,2614808,Tacaratu (PE),2008,NA,NA,NA
1806,2614808,Tacaratu (PE),2009,NA,NA,NA
1807,2614808,Tacaratu (PE),2010,NA,NA,NA
1808,2614808,Tacaratu (PE),2011,NA,NA,NA
1809,2614808,Tacaratu (PE),2012,NA,NA,NA
1810,2614808,Tacaratu (PE),2013,23.5,57.42,68.43
1811,2614808,Tacaratu (PE),2014,22.7,56.11,67.34
1812,2614808,Tacaratu (PE),2015,22.4,51,68.66
1813,2614808,Tacaratu (PE),2016,20.9,51.99,78.63
1814,2614808,Tacaratu (PE),2017,21.8,53.19,72.53
1815,2614808,Tacaratu (PE),2018,NA,NA,NA
1816,2614857,Tamandaré (PE),2008,NA,NA,NA
1817,2614857,Tamandaré (PE),2009,NA,NA,NA
1818,2614857,Tamandaré (PE),2010,NA,NA,NA
1819,2614857,Tamandaré (PE),2011,NA,NA,NA
1820,2614857,Tamandaré (PE),2012,NA,NA,NA
1821,2614857,Tamandaré (PE),2013,17.7,54.83,53.48
1822,2614857,Tamandaré (PE),2014,19,53.18,53.74
1823,2614857,Tamandaré (PE),2015,38,73.13,64.1
1824,2614857,Tamandaré (PE),2016,41.3,72.24,61.96
1825,2614857,Tamandaré (PE),2017,32,66.23,67.88
1826,2614857,Tamandaré (PE),2018,NA,NA,NA
1827,2615003,Taquaritinga do Norte (PE),2008,NA,NA,NA
1828,2615003,Taquaritinga do Norte (PE),2009,NA,NA,NA
1829,2615003,Taquaritinga do Norte (PE),2010,NA,NA,NA
1830,2615003,Taquaritinga do Norte (PE),2011,NA,NA,NA
1831,2615003,Taquaritinga do Norte (PE),2012,NA,NA,NA
1832,2615003,Taquaritinga do Norte (PE),2013,41.4,67.97,22.83
1833,2615003,Taquaritinga do Norte (PE),2014,45.4,72.55,23.13
1834,2615003,Taquaritinga do Norte (PE),2015,41.7,69.99,26.5
1835,2615003,Taquaritinga do Norte (PE),2016,46.6,70.21,33.02
1836,2615003,Taquaritinga do Norte (PE),2017,44.1,51.52,66.42
1837,2615003,Taquaritinga do Norte (PE),2018,NA,NA,NA
1838,2615102,Terezinha (PE),2008,NA,NA,NA
1839,2615102,Terezinha (PE),2009,NA,NA,NA
1840,2615102,Terezinha (PE),2010,NA,NA,NA
1841,2615102,Terezinha (PE),2011,NA,NA,NA
1842,2615102,Terezinha (PE),2012,NA,NA,NA
1843,2615102,Terezinha (PE),2013,37.2,11.73,71.65
1844,2615102,Terezinha (PE),2014,41.2,18.64,68.79
1845,2615102,Terezinha (PE),2015,45.7,17.32,74.8
1846,2615102,Terezinha (PE),2016,45.3,14.94,79.07
1847,2615102,Terezinha (PE),2017,44.8,0,80.55
1848,2615102,Terezinha (PE),2018,NA,NA,NA
1849,2615201,Terra Nova (PE),2008,NA,NA,NA
1850,2615201,Terra Nova (PE),2009,NA,NA,NA
1851,2615201,Terra Nova (PE),2010,NA,NA,NA
1852,2615201,Terra Nova (PE),2011,NA,NA,NA
1853,2615201,Terra Nova (PE),2012,NA,NA,NA
