,codigo_do_municipio,ano,proficiencia_media_matematica
64,2600500,2017,210.77222222222224
65,2600500,2018,199.6
66,2600609,2008,160.03333333333333
67,2600609,2009,173.07999999999998
68,2600609,2010,174.72
69,2600609,2011,202.73333333333335
70,2600609,2012,197.55714285714288
71,2600609,2013,190.94285714285712
72,2600609,2014,189.24444444444444
73,2600609,2015,180.95555555555555
74,2600609,2016,194.4333333333333
75,2600609,2017,201.67142857142858
76,2600609,2018,217.76666666666665
77,2600708,2008,150.4
78,2600708,2009,158.4764705882353
79,2600708,2010,152.01052631578946
80,2600708,2011,178.06666666666666
81,2600708,2012,182.78235294117647
82,2600708,2013,163.1307692307692
83,2600708,2014,168.08666666666667
84,2600708,2015,168.64285714285714
85,2600708,2016,162.56666666666666
86,2600708,2017,171.04615384615383
87,2600708,2018,173.35
88,2600807,2008,160.82
89,2600807,2009,171.47826086956522
90,2600807,2010,166.9294117647059
91,2600807,2011,186.4
92,2600807,2012,186.345
93,2600807,2013,187.25555555555556
94,2600807,2014,187.10714285714286
95,2600807,2015,195.28181818181818
96,2600807,2016,182.875
97,2600807,2017,186.95
98,2600807,2018,195.20000000000002
99,2600906,2008,165.82
100,2600906,2009,170.45454545454547
101,2600906,2010,162.2
102,2600906,2011,188.95333333333335
103,2600906,2012,195.8125
104,2600906,2013,180.81666666666666
105,2600906,2014,179.07500000000002
106,2600906,2015,190.5818181818182
107,2600906,2016,188.10999999999999
108,2600906,2017,190.5090909090909
109,2600906,2018,207.35999999999999
110,2601003,2008,164.44
111,2601003,2009,167.73333333333332
112,2601003,2010,159.03333333333333
113,2601003,2011,179.59166666666667
114,2601003,2012,174.13333333333333
115,2601003,2013,168.2923076923077
116,2601003,2014,160.8
117,2601003,2015,168.06666666666666
118,2601003,2016,171.38
119,2601003,2017,175.61666666666667
120,2601003,2018,215.9
121,2601052,2008,145.22222222222223
122,2601052,2009,157.0111111111111
123,2601052,2010,162.375
124,2601052,2011,164.22222222222223
125,2601052,2012,180.53333333333333
126,2601052,2013,167.31428571428572
127,2601052,2014,177.27142857142857
128,2601052,2015,160.6375
129,2601052,2016,165.97777777777776
130,2601052,2017,179.79999999999998
131,2601052,2018,188.8
132,2601300,2008,184.16666666666666
133,2601300,2009,171.97500000000002
134,2601300,2010,171.26666666666665
135,2601300,2011,188.225
136,2601300,2012,219.13333333333333
137,2601300,2013,219.65
138,2601300,2014,228.925
139,2601300,2015,224.55
140,2601300,2016,228.79999999999998
141,2601300,2017,247.33333333333334
142,2601300,2018,245.25
143,2601409,2008,150.72424242424242
144,2601409,2009,161.34117647058824
145,2601409,2010,157.06285714285713
146,2601409,2011,180.59411764705882
147,2601409,2012,177.416
148,2601409,2013,164.79642857142858
149,2601409,2014,175.2521739130435
150,2601409,2015,178.49545454545455
151,2601409,2016,164.67142857142858
152,2601409,2017,169.16190476190476
153,2601409,2018,185.0
154,2601508,2008,166.06
155,2601508,2009,183.71666666666667
156,2601508,2010,168.1
157,2601508,2011,187.52857142857144
158,2601508,2012,190.62857142857143
159,2601508,2013,203.9
160,2601508,2014,215.325
161,2601508,2015,221.34285714285716
162,2601508,2016,203.525
163,2601508,2017,208.84
164,2601508,2018,200.6
165,2601607,2008,159.555
166,2601607,2009,171.025
167,2601607,2010,168.375
168,2601607,2011,183.07999999999998
169,2601607,2012,184.41538461538462
170,2601607,2013,181.9888888888889
171,2601607,2014,186.035
172,2601607,2015,184.525
173,2601607,2016,185.5909090909091
174,2601607,2017,191.07692307692307
175,2601607,2018,195.7
176,2601706,2008,161.80714285714288
177,2601706,2009,170.484
178,2601706,2010,171.5531914893617
179,2601706,2011,185.0282608695652
180,2601706,2012,187.57291666666666
181,2601706,2013,196.390625
182,2601706,2014,182.7657142857143
183,2601706,2015,194.84444444444443
184,2601706,2016,192.13225806451615
185,2601706,2017,188.4741935483871
186,2601706,2018,195.285
187,2601805,2008,181.13333333333333
188,2601805,2009,165.4090909090909
189,2601805,2010,151.575
190,2601805,2011,177.3923076923077
191,2601805,2012,183.9416666666667
192,2601805,2013,180.24285714285716
193,2601805,2014,168.04
194,2601805,2015,178.95
195,2601805,2016,179.73333333333332
196,2601805,2017,198.56875
197,2601805,2018,181.83333333333334
198,2601904,2008,172.00344827586207
199,2601904,2009,171.0142857142857
200,2601904,2010,172.9925925925926
201,2601904,2011,194.168
202,2601904,2012,193.82500000000002
203,2601904,2013,213.65
204,2601904,2014,202.95000000000002
205,2601904,2015,209.3521739130435
206,2601904,2016,202.8090909090909
207,2601904,2017,210.31739130434784
208,2601904,2018,213.98666666666668
209,2602100,2008,162.22121212121212
210,2602100,2009,171.42758620689654
211,2602100,2010,170.64642857142857
212,2602100,2011,185.98999999999998
213,2602100,2012,181.17586206896553
214,2602100,2013,181.72857142857143
215,2602100,2014,180.36060606060605
216,2602100,2015,186.09230769230768
217,2602100,2016,183.06923076923078
218,2602100,2017,185.7814814814815
219,2602100,2018,195.5076923076923
220,2602209,2008,162.1
221,2602209,2009,167.99666666666664
222,2602209,2010,150.07692307692307
223,2602209,2011,190.90384615384616
224,2602209,2012,186.01250000000002
225,2602209,2013,188.236
226,2602209,2014,192.76896551724138
227,2602209,2015,196.06400000000002
228,2602209,2016,187.88750000000002
229,2602209,2017,210.08846153846156
230,2602209,2018,222.1
231,2602308,2008,160.234375
232,2602308,2009,167.1225806451613
233,2602308,2010,170.9625
234,2602308,2011,193.94482758620688
235,2602308,2012,195.3551724137931
236,2602308,2013,198.03703703703704
237,2602308,2014,198.91
238,2602308,2015,221.5
239,2602308,2016,220.16315789473686
240,2602308,2017,236.1875
241,2602308,2018,234.35999999999999
242,2602407,2008,170.3375
243,2602407,2009,175.0235294117647
244,2602407,2010,176.71764705882353
245,2602407,2011,212.15
246,2602407,2012,206.06842105263158
247,2602407,2013,186.5142857142857
248,2602407,2014,187.78
249,2602407,2015,207.8777777777778
250,2602407,2016,195.96666666666667
251,2602407,2017,189.725
252,2602407,2018,199.4
253,2602506,2008,167.0153846153846
254,2602506,2009,172.97142857142856
255,2602506,2010,167.28
256,2602506,2011,202.575
257,2602506,2012,213.78333333333333
258,2602506,2013,208.65
259,2602506,2014,214.32
260,2602506,2015,231.025
261,2602506,2016,220.525
262,2602506,2017,243.4125
263,2602506,2018,255.16666666666666
264,2602605,2008,161.15454545454546
265,2602605,2009,171.71379310344827
266,2602605,2010,171.05517241379312
267,2602605,2011,189.91153846153844
268,2602605,2012,200.14583333333334
269,2602605,2013,181.0
270,2602605,2014,173.0625
271,2602605,2015,172.79999999999998
272,2602605,2016,181.21538461538464
273,2602605,2017,181.1888888888889
274,2602605,2018,182.36666666666667
275,2602704,2008,163.1727272727273
276,2602704,2009,156.84545454545454
277,2602704,2010,145.7875
278,2602704,2011,166.65
279,2602704,2012,174.73333333333335
280,2602704,2013,176.025
281,2602704,2014,185.63333333333333
282,2602704,2015,184.05
283,2602704,2016,182.78333333333333
284,2602704,2017,193.6
285,2602704,2018,205.35
286,2602902,2008,161.06829268292682
287,2602902,2009,168.35733333333332
288,2602902,2010,163.82535211267606
289,2602902,2011,177.08358208955224
290,2602902,2012,187.74057971014494
291,2602902,2013,176.64193548387095
292,2602902,2014,175.98769230769233
293,2602902,2015,179.54666666666665
294,2602902,2016,177.4322580645161
295,2602902,2017,186.34032258064516
296,2602902,2018,186.29607843137256
297,2603009,2008,160.25
298,2603009,2009,156.79655172413794
299,2603009,2010,163.80344827586208
300,2603009,2011,185.45357142857142
301,2603009,2012,198.15333333333334
302,2603009,2013,190.85263157894735
303,2603009,2014,191.6391304347826
304,2603009,2015,198.45
305,2603009,2016,192.65333333333334
306,2603009,2017,202.88
307,2603009,2018,209.675
308,2603108,2008,171.54615384615383
309,2603108,2009,185.33846153846156
310,2603108,2010,178.54000000000002
311,2603108,2011,198.07
312,2603108,2012,214.6
313,2603108,2013,207.73333333333332
314,2603108,2014,206.89999999999998
315,2603108,2015,201.25714285714284
316,2603108,2016,208.025
317,2603108,2017,214.4625
318,2603108,2018,205.0
319,2603207,2008,171.1909090909091
320,2603207,2009,169.8151515151515
321,2603207,2010,170.7
322,2603207,2011,184.76896551724138
323,2603207,2012,177.6675
324,2603207,2013,143.51666666666668
325,2603207,2014,206.95333333333335
326,2603207,2015,208.49333333333334
327,2603207,2016,202.26875
328,2603207,2017,204.28333333333333
329,2603207,2018,210.82307692307694
330,2603306,2008,162.63333333333333
331,2603306,2009,164.61666666666667
332,2603306,2010,166.26363636363638
333,2603306,2011,184.74545454545455
334,2603306,2012,189.33636363636361
335,2603306,2013,183.20909090909092
336,2603306,2014,179.94
337,2603306,2015,179.96666666666667
338,2603306,2016,197.91
339,2603306,2017,196.88181818181818
340,2603306,2018,208.8
341,2603405,2008,164.225
342,2603405,2009,183.33333333333334
343,2603405,2010,179.8111111111111
344,2603405,2011,197.1
345,2603405,2012,204.15
346,2603405,2013,188.58571428571432
347,2603405,2014,203.5142857142857
348,2603405,2015,211.1
349,2603405,2016,213.5
350,2603405,2017,219.24
351,2603405,2018,221.26666666666665
352,2603454,2008,173.640625
353,2603454,2009,182.41612903225806
354,2603454,2010,179.0413793103448
355,2603454,2011,193.3642857142857
356,2603454,2012,187.56521739130434
357,2603454,2013,184.9655172413793
358,2603454,2014,185.488
359,2603454,2015,192.79999999999998
360,2603454,2016,188.70000000000002
361,2603454,2017,196.6916666666667
362,2603454,2018,191.40833333333333
363,2603504,2008,176.5
364,2603504,2009,182.62727272727273
365,2603504,2010,177.1727272727273
366,2603504,2011,195.07999999999998
367,2603504,2012,190.52222222222224
368,2603504,2013,198.3375
369,2603504,2014,214.9125
370,2603504,2015,217.55
371,2603504,2016,188.75555555555556
372,2603504,2017,192.5
373,2603504,2018,193.91666666666666
374,2603603,2008,168.74444444444444
375,2603603,2009,168.01666666666668
376,2603603,2010,165.51666666666665
377,2603603,2011,178.425
378,2603603,2012,198.39999999999998
379,2603603,2013,185.0
380,2603603,2014,174.35999999999999
381,2603603,2015,188.70000000000002
382,2603603,2016,176.9
383,2603603,2017,184.6833333333333
384,2603603,2018,194.83333333333334
385,2603702,2008,169.06
386,2603702,2009,178.0952380952381
387,2603702,2010,177.135
388,2603702,2011,205.45416666666665
389,2603702,2012,200.13333333333333
390,2603702,2013,178.32999999999998
391,2603702,2014,189.8875
392,2603702,2015,195.4
393,2603702,2016,187.52222222222224
394,2603702,2017,202.75714285714284
395,2603702,2018,202.525
396,2603801,2008,160.76285714285714
397,2603801,2009,165.6625
398,2603801,2010,160.1625
399,2603801,2011,179.67916666666667
400,2603801,2012,186.3558823529412
401,2603801,2013,156.81666666666666
402,2603801,2014,183.9416666666667
403,2603801,2015,190.86875
404,2603801,2016,184.20714285714286
405,2603801,2017,191.31666666666666
406,2603801,2018,188.4857142857143
407,2603900,2008,167.79642857142858
408,2603900,2009,188.08461538461538
409,2603900,2010,196.96666666666667
410,2603900,2011,208.03125
411,2603900,2012,210.4272727272727
412,2603900,2013,213.56666666666666
413,2603900,2014,214.33846153846156
414,2603900,2015,221.96923076923076
415,2603900,2016,228.69230769230768
416,2603900,2017,239.4
417,2603900,2018,249.5
418,2603926,2008,151.31428571428572
419,2603926,2009,173.06666666666666
420,2603926,2010,169.16923076923075
421,2603926,2011,179.7111111111111
422,2603926,2012,204.04827586206895
423,2603926,2013,198.755
424,2603926,2014,200.06470588235294
425,2603926,2015,214.35555555555555
426,2603926,2016,198.66
427,2603926,2017,183.5
428,2603926,2018,192.3
429,2604007,2008,166.1769230769231
430,2604007,2009,169.52857142857144
431,2604007,2010,165.7125
432,2604007,2011,174.92083333333335
433,2604007,2012,184.175
434,2604007,2013,179.01
435,2604007,2014,176.92857142857142
436,2604007,2015,188.4888888888889
437,2604007,2016,187.75555555555556
438,2604007,2017,189.3111111111111
439,2604007,2018,204.78235294117647
440,2604106,2008,172.67499999999998
441,2604106,2009,177.31203703703704
442,2604106,2010,180.0528846153846
443,2604106,2011,195.2494845360825
444,2604106,2012,194.59270833333335
445,2604106,2013,190.27534246575343
446,2604106,2014,192.01333333333332
447,2604106,2015,195.9076923076923
448,2604106,2016,201.2876712328767
449,2604106,2017,210.66973684210527
450,2604106,2018,212.12400000000002
451,2604155,2008,177.64285714285714
452,2604155,2009,170.8764705882353
453,2604155,2010,180.17222222222222
454,2604155,2011,190.5375
455,2604155,2012,197.23125
456,2604155,2013,192.22307692307692
457,2604155,2014,200.0909090909091
458,2604155,2015,228.53333333333333
459,2604155,2016,214.36363636363637
460,2604155,2017,214.5583333333333
461,2604155,2018,217.1222222222222
462,2604205,2008,149.86129032258063
463,2604205,2009,163.47692307692307
464,2604205,2010,156.86111111111111
465,2604205,2011,181.0772727272727
466,2604205,2012,186.472
467,2604205,2013,172.39999999999998
468,2604205,2014,180.76818181818183
469,2604205,2015,187.66190476190476
470,2604205,2016,171.55714285714285
471,2604205,2017,167.6727272727273
472,2604205,2018,180.99
473,2604304,2008,157.75833333333333
474,2604304,2009,157.8
475,2604304,2010,169.31
476,2604304,2011,181.425
477,2604304,2012,192.25454545454548
478,2604304,2013,188.8111111111111
479,2604304,2014,201.2
480,2604304,2015,202.28
481,2604304,2016,195.58333333333334
482,2604304,2017,208.62857142857143
483,2604304,2018,194.5
484,2604403,2008,157.7125
485,2604403,2009,160.77777777777777
486,2604403,2010,154.29999999999998
487,2604403,2011,181.44285714285712
488,2604403,2012,175.71428571428572
489,2604403,2013,158.35
490,2604403,2014,169.925
491,2604403,2015,156.68571428571428
492,2604403,2016,155.73333333333332
493,2604403,2017,163.70000000000002
494,2604403,2018,176.95999999999998
495,2604502,2008,186.06666666666666
496,2604502,2009,183.07368421052632
497,2604502,2010,188.9157894736842
498,2604502,2011,196.175
499,2604502,2012,194.21333333333334
500,2604502,2013,199.9
501,2604502,2014,194.5076923076923
502,2604502,2015,202.13125
503,2604502,2016,183.95454545454547
504,2604502,2017,181.42000000000002
505,2604502,2018,192.21666666666667
506,2604601,2008,152.29999999999998
507,2604601,2009,164.8777777777778
508,2604601,2010,172.15555555555557
509,2604601,2011,179.3375
510,2604601,2012,186.86666666666667
511,2604601,2013,186.3111111111111
512,2604601,2014,172.71428571428572
513,2604601,2015,183.1625
514,2604601,2016,175.95714285714286
515,2604601,2017,181.97142857142856
516,2604601,2018,201.475
517,2604700,2008,160.86315789473684
518,2604700,2009,174.73333333333332
519,2604700,2010,167.51875
520,2604700,2011,190.58823529411765
521,2604700,2012,191.54
522,2604700,2013,173.9
523,2604700,2014,173.5909090909091
524,2604700,2015,172.37692307692308
525,2604700,2016,185.29999999999998
526,2604700,2017,177.91
527,2604700,2018,207.48000000000002
528,2604809,2008,153.0894736842105
529,2604809,2009,165.08125
530,2604809,2010,164.07777777777778
531,2604809,2011,178.72857142857143
532,2604809,2012,198.28333333333333
533,2604809,2013,184.42307692307693
534,2604809,2014,204.64166666666665
535,2604809,2015,210.11999999999998
536,2604809,2016,200.16666666666666
537,2604809,2017,198.13333333333333
538,2604809,2018,195.45999999999998
539,2604908,2008,168.98636363636362
540,2604908,2009,173.33333333333334
541,2604908,2010,178.35
542,2604908,2011,185.24666666666664
543,2604908,2012,186.9611111111111
544,2604908,2013,181.22142857142856
545,2604908,2014,183.88
546,2604908,2015,196.46
547,2604908,2016,181.0
548,2604908,2017,211.22222222222223
549,2604908,2018,187.79999999999998
550,2605004,2008,158.2388888888889
551,2605004,2009,166.54736842105262
552,2605004,2010,167.4
553,2605004,2011,186.11875
554,2605004,2012,194.07142857142858
555,2605004,2013,195.21764705882353
556,2605004,2014,192.8153846153846
557,2605004,2015,211.11666666666667
558,2605004,2016,195.96153846153845
559,2605004,2017,198.47
560,2605004,2018,202.5666666666667
561,2605152,2008,169.56
562,2605152,2009,172.20526315789473
563,2605152,2010,170.82777777777778
564,2605152,2011,182.8
565,2605152,2012,201.4470588235294
566,2605152,2013,195.33333333333334
567,2605152,2014,199.9
568,2605152,2015,193.95333333333335
569,2605152,2016,200.66875000000002
570,2605152,2017,203.49166666666667
571,2605152,2018,229.86666666666667
572,2605202,2008,159.2942857142857
573,2605202,2009,162.471875
574,2605202,2010,165.1
575,2605202,2011,167.915625
576,2605202,2012,172.4741935483871
577,2605202,2013,160.03214285714284
578,2605202,2014,168.45
579,2605202,2015,164.20384615384617
580,2605202,2016,167.34285714285716
581,2605202,2017,172.83928571428572
582,2605202,2018,177.15625
583,2605400,2008,165.13333333333333
584,2605400,2009,175.48
585,2605400,2010,172.54999999999998
586,2605400,2011,186.34
587,2605400,2012,187.79999999999998
588,2605400,2013,183.4
589,2605400,2014,187.5153846153846
590,2605400,2015,185.24444444444444
591,2605400,2016,200.3
592,2605400,2017,205.8625
593,2605400,2018,211.18571428571428
594,2605459,2008,170.2
595,2605459,2009,193.3
596,2605459,2010,196.1
597,2605459,2011,198.5
598,2605459,2012,209.6
599,2605459,2013,206.4
600,2605459,2014,209.4
601,2605459,2015,213.5
602,2605459,2016,231.0
603,2605459,2017,225.6
604,2605459,2018,220.6
605,2605509,2008,167.39999999999998
606,2605509,2009,177.725
607,2605509,2010,164.1
608,2605509,2011,173.3875
609,2605509,2012,184.7
610,2605509,2013,192.88333333333333
611,2605509,2014,181.35714285714286
612,2605509,2015,179.63333333333333
613,2605509,2016,181.96666666666667
614,2605509,2017,188.56
615,2605509,2018,206.4
616,2605608,2008,173.5
617,2605608,2009,179.30555555555554
618,2605608,2010,193.97272727272727
619,2605608,2011,218.78947368421052
620,2605608,2012,210.83529411764704
621,2605608,2013,203.86875
622,2605608,2014,209.14736842105265
623,2605608,2015,210.63684210526316
624,2605608,2016,211.9578947368421
625,2605608,2017,217.76315789473685
626,2605608,2018,225.4625
627,2605707,2008,162.3913043478261
628,2605707,2009,167.98695652173913
629,2605707,2010,168.60000000000002
630,2605707,2011,181.53571428571428
631,2605707,2012,185.91111111111113
632,2605707,2013,180.1086956521739
633,2605707,2014,186.3083333333333
634,2605707,2015,190.59333333333333
635,2605707,2016,187.84666666666666
636,2605707,2017,175.7705882352941
637,2605707,2018,196.27777777777777
638,2605806,2008,181.50666666666666
639,2605806,2009,188.75625
640,2605806,2010,197.18823529411765
641,2605806,2011,211.04375
642,2605806,2012,207.425
643,2605806,2013,206.5583333333333
644,2605806,2014,205.9416666666667
645,2605806,2015,214.80714285714288
646,2605806,2016,206.62307692307692
647,2605806,2017,200.74666666666664
648,2605806,2018,200.63333333333333
649,2606002,2008,161.66521739130434
650,2606002,2009,171.15166666666667
651,2606002,2010,163.29285714285714
652,2606002,2011,175.30862068965516
653,2606002,2012,177.66666666666666
654,2606002,2013,178.66
655,2606002,2014,182.38936170212764
656,2606002,2015,184.3913043478261
657,2606002,2016,185.74285714285713
658,2606002,2017,192.82926829268294
659,2606002,2018,203.21379310344827
660,2606101,2008,170.10384615384615
661,2606101,2009,168.5423076923077
662,2606101,2010,167.07777777777778
663,2606101,2011,179.9181818181818
664,2606101,2012,176.70000000000002
665,2606101,2013,176.40833333333333
666,2606101,2014,180.115
667,2606101,2015,183.03125
668,2606101,2016,178.44736842105263
669,2606101,2017,184.68823529411765
670,2606101,2018,212.21428571428572
671,2606200,2008,158.73214285714286
672,2606200,2009,155.41333333333333
673,2606200,2010,149.37333333333333
674,2606200,2011,173.36785714285716
675,2606200,2012,178.16551724137932
676,2606200,2013,170.86551724137934
677,2606200,2014,176.13666666666668
678,2606200,2015,180.3
679,2606200,2016,171.07999999999998
680,2606200,2017,176.36896551724138
681,2606200,2018,185.91500000000002
682,2606408,2008,171.65400000000002
683,2606408,2009,176.93695652173915
684,2606408,2010,176.67560975609754
685,2606408,2011,194.0974358974359
686,2606408,2012,194.7948717948718
687,2606408,2013,180.08809523809524
688,2606408,2014,175.8725
689,2606408,2015,176.94827586206895
690,2606408,2016,180.30967741935484
691,2606408,2017,192.14814814814815
692,2606408,2018,200.96666666666667
693,2606507,2008,153.13076923076923
694,2606507,2009,157.79473684210527
695,2606507,2010,164.30588235294115
696,2606507,2011,174.9388888888889
697,2606507,2012,186.6208333333333
698,2606507,2013,165.72142857142856
699,2606507,2014,172.97222222222223
700,2606507,2015,170.93076923076922
701,2606507,2016,174.94285714285712
702,2606507,2017,174.96666666666667
703,2606507,2018,215.075
704,2606705,2008,174.41428571428574
705,2606705,2009,177.45999999999998
706,2606705,2010,179.16666666666666
707,2606705,2011,198.45
708,2606705,2012,197.8
709,2606705,2013,192.76666666666668
710,2606705,2014,203.325
711,2606705,2015,211.82
712,2606705,2016,209.65
713,2606705,2017,224.58571428571426
714,2606705,2018,215.9333333333333
715,2606804,2008,166.94871794871796
716,2606804,2009,172.82564102564103
717,2606804,2010,173.46428571428572
718,2606804,2011,175.21842105263158
719,2606804,2012,179.07999999999998
720,2606804,2013,173.47
721,2606804,2014,176.41794871794872
722,2606804,2015,175.60833333333332
723,2606804,2016,181.8815789473684
724,2606804,2017,188.23
725,2606804,2018,184.39714285714285
726,2606903,2008,161.61818181818182
727,2606903,2009,182.02
728,2606903,2010,184.60666666666665
729,2606903,2011,206.8181818181818
730,2606903,2012,201.96666666666667
731,2606903,2013,203.9416666666667
732,2606903,2014,204.97142857142856
733,2606903,2015,211.79166666666666
734,2606903,2016,222.1875
735,2606903,2017,209.0727272727273
736,2606903,2018,226.4
737,2607109,2008,163.625
738,2607109,2009,181.06
739,2607109,2010,161.5
740,2607109,2011,210.08333333333334
741,2607109,2012,227.4333333333333
742,2607109,2013,193.1833333333333
743,2607109,2014,212.1833333333333
744,2607109,2015,204.88333333333333
745,2607109,2016,238.83333333333334
746,2607109,2017,269.78000000000003
747,2607109,2018,218.25
748,2607208,2008,153.48888888888888
749,2607208,2009,160.765625
750,2607208,2010,159.23166666666665
751,2607208,2011,170.86964285714288
752,2607208,2012,179.6916666666667
753,2607208,2013,162.87333333333333
754,2607208,2014,163.6695652173913
755,2607208,2015,176.365
756,2607208,2016,170.459375
757,2607208,2017,172.75945945945946
758,2607208,2018,185.3230769230769
759,2607406,2008,161.20000000000002
760,2607406,2009,173.5
761,2607406,2010,165.39999999999998
762,2607406,2011,181.55
763,2607406,2012,185.8
764,2607406,2013,183.35
765,2607406,2014,186.6
766,2607406,2015,197.3
767,2607406,2016,187.8
768,2607406,2017,202.6
769,2607406,2018,206.4
770,2607505,2008,152.7047619047619
771,2607505,2009,166.41951219512194
772,2607505,2010,156.84411764705882
773,2607505,2011,171.97727272727272
774,2607505,2012,175.19111111111113
775,2607505,2013,170.08085106382978
776,2607505,2014,171.49677419354836
777,2607505,2015,186.459375
778,2607505,2016,176.52941176470588
779,2607505,2017,191.82727272727274
780,2607505,2018,211.35
781,2607604,2008,163.58461538461538
782,2607604,2009,176.4
783,2607604,2010,168.84
784,2607604,2011,171.01818181818183
785,2607604,2012,185.09
786,2607604,2013,186.51666666666665
787,2607604,2014,181.39090909090908
788,2607604,2015,178.14545454545456
789,2607604,2016,177.96666666666667
790,2607604,2017,194.23846153846154
791,2607604,2018,192.66666666666666
792,2607653,2008,147.47391304347826
793,2607653,2009,163.3684210526316
794,2607653,2010,162.52
795,2607653,2011,173.56470588235294
796,2607653,2012,191.57
797,2607653,2013,170.375
798,2607653,2014,181.95833333333334
799,2607653,2015,177.975
800,2607653,2016,166.43846153846152
801,2607653,2017,180.76
802,2607653,2018,184.175
803,2607703,2008,166.82500000000002
804,2607703,2009,174.12
805,2607703,2010,171.3
806,2607703,2011,182.79000000000002
807,2607703,2012,191.5727272727273
808,2607703,2013,174.8
809,2607703,2014,187.58461538461538
810,2607703,2015,201.65454545454543
811,2607703,2016,197.9
812,2607703,2017,215.625
813,2607703,2018,233.42857142857142
814,2607752,2008,158.98999999999998
815,2607752,2009,171.82999999999998
816,2607752,2010,170.13333333333333
817,2607752,2011,177.8625
818,2607752,2012,180.3125
819,2607752,2013,180.3375
820,2607752,2014,185.0625
821,2607752,2015,177.4625
822,2607752,2016,182.3125
823,2607752,2017,186.525
824,2607752,2018,192.22857142857143
825,2607802,2008,151.89090909090908
826,2607802,2009,147.35454545454547
827,2607802,2010,166.7625
828,2607802,2011,170.1
829,2607802,2012,178.5
830,2607802,2013,161.82
831,2607802,2014,164.0
832,2607802,2015,162.14285714285714
833,2607802,2016,160.98888888888888
834,2607802,2017,161.13333333333333
835,2607802,2018,166.28
836,2607901,2008,168.72
837,2607901,2009,174.9596899224806
838,2607901,2010,175.95163934426228
839,2607901,2011,185.01869918699185
840,2607901,2012,183.96271186440677
841,2607901,2013,185.61160714285714
842,2607901,2014,180.1644859813084
843,2607901,2015,191.17596153846154
844,2607901,2016,185.9114285714286
845,2607901,2017,198.41078431372551
846,2607901,2018,197.673786407767
847,2607950,2008,174.44285714285712
848,2607950,2009,178.02142857142857
849,2607950,2010,164.60000000000002
850,2607950,2011,199.72307692307692
851,2607950,2012,200.85333333333335
852,2607950,2013,186.8
853,2607950,2014,207.41
854,2607950,2015,209.5666666666667
855,2607950,2016,191.75454545454548
856,2607950,2017,207.56666666666666
857,2607950,2018,208.7
858,2608008,2008,164.21428571428572
859,2608008,2009,169.41
860,2608008,2010,163.63529411764708
861,2608008,2011,184.13636363636363
862,2608008,2012,190.52272727272728
863,2608008,2013,179.73181818181817
864,2608008,2014,174.44545454545457
865,2608008,2015,176.35
866,2608008,2016,173.55555555555554
867,2608008,2017,191.65333333333334
868,2608008,2018,193.5666666666667
869,2608107,2008,155.1848484848485
870,2608107,2009,166.759375
871,2608107,2010,149.71363636363637
872,2608107,2011,174.484
873,2608107,2012,177.13636363636363
874,2608107,2013,180.32083333333333
875,2608107,2014,182.25833333333333
876,2608107,2015,182.7473684210526
877,2608107,2016,183.2238095238095
878,2608107,2017,195.76875
879,2608107,2018,219.01999999999998
880,2608206,2008,158.45833333333334
881,2608206,2009,173.6058823529412
